DATE,S&P BSE (SENSEX) 30 SENSITIVE - PRICE INDEX,RELIANCE INDUSTRIES,TATA CONSULTANCY SVS.,HDFC BANK,HINDUSTAN UNILEVER,ITC,HOUSING DEVELOPMENT FINANCE CORPORATION,INFOSYS,STATE BANK OF INDIA,ICICI BANK,KOTAK MAHINDRA BANK,MARUTI SUZUKI INDIA,LARSEN & TOUBRO,OIL & NATURAL GAS,AXIS BANK,COAL INDIA,WIPRO,BHARTI AIRTEL,NTPC,SUN PHARM.INDUSTRIES,ASIAN PAINTS,MAHINDRA & MAHINDRA,INDUSIND BANK,POWER GRID CORPORATION OF INDIA,ADANI PORTS AND SEZ.,VEDANTA,BAJAJ AUTO,TATA MOTORS,TATA STEEL,HERO MOTOCORP,YES BANK,TATA MOTORS A DVR
23-11-1993,3041.44,27.31,NA,NA,50.87,7.14,24.8,0.4,15.65,NA,5.67,NA,25.56,NA,NA,NA,0.43,NA,NA,NA,7.5,17.81,NA,NA,NA,11.64,NA,34.73,102.45,21.4,NA,NA
24-11-1993,3053.35,27.22,NA,NA,52.75,7.39,24.4,0.38,17.88,NA,5.78,NA,25.97,NA,NA,NA,0.44,NA,NA,NA,7.4,17.44,NA,NA,NA,11.64,NA,34.13,99.64,21.2,NA,NA
25-11-1993,3077.52,26.98,NA,NA,55.75,7.42,24,0.38,19.67,NA,5.78,NA,27.22,NA,NA,NA,0.43,NA,NA,NA,7.29,17.44,NA,NA,NA,11.41,NA,34.13,98.24,21.6,NA,NA
26-11-1993,3233.14,28.49,NA,NA,58,7.61,24.7,0.4,21.23,NA,5.78,NA,29.17,NA,NA,NA,0.43,NA,NA,NA,7.4,18.94,NA,NA,NA,12.11,NA,35.33,108.9,22,NA,NA
29-11-1993,3233.14,28.49,NA,NA,58,7.61,24.7,0.4,21.23,NA,5.78,NA,29.17,NA,NA,NA,0.43,NA,NA,NA,7.4,18.94,NA,NA,NA,12.11,NA,35.33,108.9,22,NA,NA
30-11-1993,3233.14,28.49,NA,NA,58,7.61,24.7,0.4,21.23,NA,5.78,NA,29.17,NA,NA,NA,0.43,NA,NA,NA,7.4,18.94,NA,NA,NA,12.11,NA,35.33,108.9,22,NA,NA
01-12-1993,3292.85,28.68,NA,NA,57,7.61,25.6,0.4,19.34,NA,6.01,NA,29.17,NA,NA,NA,0.41,NA,NA,NA,7.6,20.06,NA,NA,NA,12.34,NA,36.53,114.24,21.6,NA,NA
02-12-1993,3283.36,28.97,NA,NA,55,7.56,25.3,0.42,17.93,NA,6.23,NA,28.06,NA,NA,NA,0.42,NA,NA,NA,8.12,20.44,NA,NA,NA,12.57,NA,38.33,116.76,22,NA,NA
03-12-1993,3219.23,28.12,NA,NA,55,7.36,24.7,0.42,18.87,NA,6.45,NA,27.5,NA,NA,NA,0.42,NA,NA,NA,7.92,19.88,NA,NA,NA,11.41,NA,38.33,111.71,21.6,NA,NA
06-12-1993,3149.8,27.26,NA,NA,53.25,7.36,23.7,0.41,18.87,NA,6.67,NA,26.94,NA,NA,NA,0.42,NA,NA,NA,7.86,19.22,NA,NA,NA,12.11,NA,37.73,108.62,21.2,NA,NA
07-12-1993,3231.71,27.83,NA,NA,54,7.42,24.4,0.42,19.11,NA,6.45,NA,27.92,NA,NA,NA,0.42,NA,NA,NA,8.12,19.31,NA,NA,NA,11.64,NA,40.12,116.2,21.2,NA,NA
08-12-1993,3310.24,28.49,NA,NA,54.5,7.61,25.3,0.42,19.11,NA,6.67,NA,28.33,NA,NA,NA,0.43,NA,NA,NA,7.71,19.5,NA,NA,NA,11.88,NA,41.02,121.53,21.4,NA,NA
09-12-1993,3328.58,28.49,NA,NA,54,7.67,25.1,0.42,20.05,NA,6.45,NA,28.47,NA,NA,NA,0.44,NA,NA,NA,7.71,20.06,NA,NA,NA,12.11,NA,40.72,124.62,20.8,NA,NA
10-12-1993,3401.9,29.16,NA,NA,54.5,7.78,25.6,0.42,22.41,NA,6.67,NA,28.89,NA,NA,NA,0.43,NA,NA,NA,8.44,21.38,NA,NA,NA,12.11,NA,41.92,127.15,21.2,NA,NA
13-12-1993,3454.81,29.11,NA,NA,57.5,7.86,25.95,0.42,22.64,NA,6.78,NA,29.03,NA,NA,NA,0.45,NA,NA,NA,8.65,22.41,NA,NA,NA,12.81,NA,44.02,126.87,20.4,NA,NA
14-12-1993,3454.81,29.11,NA,NA,57.5,7.86,25.95,0.42,22.64,NA,6.78,NA,29.03,NA,NA,NA,0.45,NA,NA,NA,8.65,22.41,NA,NA,NA,12.81,NA,44.02,126.87,20.4,NA,NA
15-12-1993,3454.81,29.11,NA,NA,57.5,7.86,25.95,0.42,22.64,NA,6.78,NA,29.03,NA,NA,NA,0.45,NA,NA,NA,8.65,22.41,NA,NA,NA,12.81,NA,44.02,126.87,20.4,NA,NA
16-12-1993,3454.81,29.11,NA,NA,57.5,7.86,25.95,0.42,22.64,NA,6.78,NA,29.03,NA,NA,NA,0.45,NA,NA,NA,8.65,22.41,NA,NA,NA,12.81,NA,44.02,126.87,20.4,NA,NA
17-12-1993,3454.81,29.11,NA,NA,57.5,7.86,25.95,0.42,22.64,NA,6.78,NA,29.03,NA,NA,NA,0.45,NA,NA,NA,8.65,22.41,NA,NA,NA,12.81,NA,44.02,126.87,20.4,NA,NA
20-12-1993,3454.81,29.11,NA,NA,57.5,7.86,25.95,0.42,22.64,NA,6.78,NA,29.03,NA,NA,NA,0.45,NA,NA,NA,8.65,22.41,NA,NA,NA,12.81,NA,44.02,126.87,20.4,NA,NA
21-12-1993,3454.81,29.11,NA,NA,57.5,7.86,25.95,0.42,22.64,NA,6.78,NA,29.03,NA,NA,NA,0.45,NA,NA,NA,8.65,22.41,NA,NA,NA,12.81,NA,44.02,126.87,20.4,NA,NA
22-12-1993,3454.81,29.11,NA,NA,57.5,7.86,25.95,0.42,22.64,NA,6.78,NA,29.03,NA,NA,NA,0.45,NA,NA,NA,8.65,22.41,NA,NA,NA,12.81,NA,44.02,126.87,20.4,NA,NA
23-12-1993,3454.81,29.11,NA,NA,57.5,7.86,25.95,0.42,22.64,NA,6.78,NA,29.03,NA,NA,NA,0.45,NA,NA,NA,8.65,22.41,NA,NA,NA,12.81,NA,44.02,126.87,20.4,NA,NA
24-12-1993,3346.06,28.02,NA,NA,57.5,7.5,24.5,0.42,22.64,NA,7.12,NA,27.78,NA,NA,NA,0.45,NA,NA,NA,8.65,22.12,NA,NA,NA,12.81,NA,41.92,117.6,20.4,NA,NA
27-12-1993,3346.06,28.02,NA,NA,57.5,7.5,24.5,0.42,22.64,NA,7.12,NA,27.78,NA,NA,NA,0.45,NA,NA,NA,8.65,22.12,NA,NA,NA,12.81,NA,41.92,117.6,20.4,NA,NA
28-12-1993,3346.06,28.02,NA,NA,57.5,7.5,24.5,0.42,22.64,NA,7.12,NA,27.78,NA,NA,NA,0.45,NA,NA,NA,8.65,22.12,NA,NA,NA,12.81,NA,41.92,117.6,20.4,NA,NA
29-12-1993,3346.06,28.02,NA,NA,57.5,7.5,24.5,0.42,22.64,NA,7.12,NA,27.78,NA,NA,NA,0.45,NA,NA,NA,8.65,22.12,NA,NA,NA,12.81,NA,41.92,117.6,20.4,NA,NA
30-12-1993,3346.06,28.02,NA,NA,57.5,7.5,24.5,0.42,22.64,NA,7.12,NA,27.78,NA,NA,NA,0.45,NA,NA,NA,8.65,22.12,NA,NA,NA,12.81,NA,41.92,117.6,20.4,NA,NA
31-12-1993,3346.06,28.02,NA,NA,57.5,7.5,24.5,0.42,22.64,NA,7.12,NA,27.78,NA,NA,NA,0.45,NA,NA,NA,8.65,22.12,NA,NA,NA,12.81,NA,41.92,117.6,20.4,NA,NA
03-01-1994,3465.86,29.58,NA,NA,58,7.78,25.6,0.44,26.89,NA,7.56,NA,29.17,NA,NA,NA,0.45,NA,NA,NA,8.23,22.12,NA,NA,NA,12.81,NA,43.72,126.02,21.7,NA,NA
04-01-1994,3479.92,30.1,NA,NA,55,7.92,26.1,0.42,25.48,NA,8.23,NA,28.89,NA,NA,NA,0.47,NA,NA,NA,8.33,23.06,NA,NA,NA,13.27,NA,44.61,130.23,21.8,NA,NA
05-01-1994,3454.08,30.77,NA,NA,55.5,7.89,26.2,0.43,26.42,NA,8.01,NA,28.33,NA,NA,NA,0.47,NA,NA,NA,7.5,23.25,NA,NA,NA,13.5,NA,44.02,127.71,22.2,NA,NA
06-01-1994,3509.47,32.19,NA,NA,55.75,7.97,26.6,0.43,27.13,NA,8.9,NA,28.75,NA,NA,NA,0.47,NA,NA,NA,7.29,25.13,NA,NA,NA,13.74,NA,46.11,131.92,22.4,NA,NA
07-01-1994,3662.2,33.94,NA,NA,57.75,8.5,27.8,0.44,26.42,NA,9.12,NA,29.86,NA,NA,NA,0.47,NA,NA,NA,8.02,26.44,NA,NA,NA,13.97,NA,49.7,135.29,22.8,NA,NA
10-01-1994,3821.56,35.59,NA,NA,61,8.78,28.6,0.45,23.59,NA,9.01,NA,32.64,NA,NA,NA,0.46,NA,NA,NA,8.44,27.09,NA,NA,NA,14.67,NA,51.8,141.74,22.8,NA,NA
11-01-1994,3780.1,34.74,NA,NA,60.5,8.58,28.6,0.44,24.77,NA,8.9,NA,31.67,NA,NA,NA,0.46,NA,NA,NA,7.81,25.88,NA,NA,NA,14.67,NA,53.6,136.41,22.4,NA,NA
12-01-1994,3903.79,36.16,NA,NA,65.5,8.72,29.4,0.43,29.25,NA,8.45,NA,33.19,NA,NA,NA,0.48,NA,NA,NA,7.5,26.72,NA,NA,NA,15.02,NA,55.09,139.78,22.8,NA,NA
13-01-1994,3928.59,36.92,NA,NA,67,8.61,30.4,0.41,31.14,NA,8.68,NA,32.78,NA,NA,NA,0.47,NA,NA,NA,7.92,26.44,NA,NA,NA,15.13,NA,53.9,145.95,22.4,NA,NA
14-01-1994,3938.74,37.01,NA,NA,67.5,8.67,30.6,0.41,32.08,NA,8.45,NA,32.78,NA,NA,NA,0.45,NA,NA,NA,7.71,26.25,NA,NA,NA,15.37,NA,54.5,143.71,22.5,NA,NA
17-01-1994,4020.87,38.05,NA,NA,69,8.67,29.8,0.41,37.27,NA,8.45,NA,32.78,NA,NA,NA,0.45,NA,NA,NA,8.12,26.06,NA,NA,NA,15.83,NA,53.3,152.69,22.6,NA,NA
18-01-1994,3951.02,37.87,NA,NA,67.5,8.58,30,0.41,33.97,NA,8.45,NA,31.67,NA,NA,NA,0.47,NA,NA,NA,8.12,23.44,NA,NA,NA,15.83,NA,52.7,149.6,23,NA,NA
19-01-1994,3825.91,37.3,NA,NA,63.5,8.31,29.2,0.4,33.02,NA,8.34,NA,30.83,NA,NA,NA,0.47,NA,NA,NA,8.12,23.44,NA,NA,NA,16.07,NA,51.5,143.99,23.2,NA,NA
20-01-1994,3752.51,37.01,NA,NA,61.5,8.22,29.2,0.41,33.02,NA,8.68,NA,29.44,NA,NA,NA,0.47,NA,NA,NA,7.5,24,NA,NA,NA,16.07,NA,50.9,138.09,23.8,NA,NA
21-01-1994,3752.51,37.01,NA,NA,61.5,8.22,29.2,0.41,33.02,NA,8.68,NA,29.44,NA,NA,NA,0.47,NA,NA,NA,7.5,24,NA,NA,NA,16.07,NA,50.9,138.09,23.8,NA,NA
24-01-1994,3865.44,37.96,NA,NA,66,8.33,29.5,0.42,32.08,NA,8.68,NA,31.11,NA,NA,NA,0.48,NA,NA,NA,8.02,24.19,NA,NA,NA,16.3,NA,52.7,138.37,23.76,NA,NA
25-01-1994,3982.49,38.72,NA,NA,69.5,8.47,30.5,0.42,33.02,NA,9.34,NA,31.94,NA,NA,NA,0.48,NA,NA,NA,8.75,24.94,NA,NA,NA,16.53,NA,55.09,142.58,24.8,NA,NA
26-01-1994,3982.49,38.72,NA,NA,69.5,8.47,30.5,0.42,33.02,NA,9.34,NA,31.94,NA,NA,NA,0.48,NA,NA,NA,8.75,24.94,NA,NA,NA,16.53,NA,55.09,142.58,24.8,NA,NA
27-01-1994,4069.39,39.76,NA,NA,70,8.44,31.6,0.42,33.02,NA,10.01,NA,32.5,NA,NA,NA,0.62,NA,NA,NA,8.85,25.13,NA,NA,NA,16.53,NA,55.09,149.04,26.8,NA,NA
28-01-1994,4053.94,40.04,NA,NA,71,8.42,31.5,0.46,33.97,NA,10.57,NA,31.94,NA,NA,NA,0.66,NA,NA,NA,9.58,25.22,NA,NA,NA,16.88,NA,55.24,146.8,28,NA,NA
31-01-1994,3994.86,39.29,NA,NA,72.5,8.28,30.6,0.48,33.97,NA,11.12,NA,31.67,NA,NA,NA,0.7,NA,NA,NA,8.85,24,NA,NA,NA,15.83,NA,54.2,142.58,28.8,NA,NA
01-02-1994,3947.86,38.72,NA,NA,71.5,8.06,30.6,0.5,33.02,NA,12.01,NA,31.53,NA,NA,NA,0.81,NA,NA,NA,8.96,23.63,NA,NA,NA,15.95,NA,53.75,139.22,28.4,NA,NA
02-02-1994,4036.64,39.66,NA,NA,74.25,8.08,30.9,0.54,33.02,NA,13.35,NA,32.78,NA,NA,NA,0.88,NA,NA,NA,9.37,24.19,NA,NA,NA,16.3,NA,55.09,142.58,28.8,NA,NA
03-02-1994,4000.96,38.72,NA,NA,73.5,8,30.7,0.54,34.44,NA,13.79,NA,32.78,NA,NA,NA,0.88,NA,NA,NA,9.58,23.63,NA,NA,NA,16.3,NA,52.7,138.94,28.8,NA,NA
04-02-1994,3917.57,38.34,NA,NA,71,7.94,30,0.54,33.97,NA,13.35,NA,32.36,NA,NA,NA,0.88,NA,NA,NA,8.96,23.25,NA,NA,NA,16.3,NA,52.1,135.29,28.4,NA,NA
07-02-1994,4144.49,39.66,NA,NA,79,8.19,30.7,0.56,33.02,NA,13.12,NA,34.86,NA,NA,NA,0.81,NA,NA,NA,9.58,22.69,NA,NA,NA,16.3,NA,54.5,145.95,28.88,NA,NA
08-02-1994,4162.08,39.66,NA,NA,81.5,8.17,30.6,0.5,30.19,NA,11.68,NA,35.14,NA,NA,NA,0.81,NA,NA,NA,8.75,22.88,NA,NA,NA,15.83,NA,56.59,145.95,28.9,NA,NA
09-02-1994,4018.92,38.48,NA,NA,78.5,7.78,30.2,0.49,29.25,NA,11.68,NA,33.61,NA,NA,NA,0.75,NA,NA,NA,9.17,23.06,NA,NA,NA,14.67,NA,55.24,138.09,28.8,NA,NA
10-02-1994,4039.9,38.48,NA,NA,78,8.06,30,0.51,30.19,NA,11.68,NA,33.61,NA,NA,NA,0.75,NA,NA,NA,9.17,23.06,NA,NA,NA,15.13,NA,55.09,138.37,28.8,NA,NA
11-02-1994,3991.38,38.05,NA,NA,77,8.08,29.7,0.54,28.31,NA,11.57,NA,33.33,NA,NA,NA,0.72,NA,NA,NA,8.75,22.5,NA,NA,NA,15.37,NA,53.3,134.73,28.4,NA,NA
14-02-1994,3911.69,37.25,NA,NA,76,7.89,29.7,0.53,28.31,NA,11.79,NA,32.92,NA,NA,NA,0.72,NA,NA,NA,8.96,22.88,NA,NA,NA,15.13,NA,52.1,129.67,28,NA,NA
15-02-1994,3900.13,37.25,NA,NA,76,7.92,29.7,0.54,28.31,NA,11.79,NA,32.36,NA,NA,NA,0.73,NA,NA,NA,8.96,22.88,NA,NA,NA,14.2,NA,51.5,127.71,28,NA,NA
16-02-1994,3807.42,36.11,NA,NA,72,7.81,29.85,0.54,27.36,NA,11.68,NA,31.39,NA,NA,NA,0.71,NA,NA,NA,8.54,22.12,NA,NA,NA,14.44,NA,51.05,125.74,28,NA,NA
17-02-1994,3867.39,36.63,NA,NA,73,7.97,30.1,0.54,26.42,NA,11.68,NA,32.08,NA,NA,NA,0.71,NA,NA,NA,8.44,22.31,NA,NA,NA,14.44,NA,51.65,127.99,28.4,NA,NA
18-02-1994,3915.04,37.01,NA,NA,73.5,8.17,30.3,0.56,25.95,NA,11.68,NA,32.08,NA,NA,NA,0.77,NA,NA,NA,8.75,22.5,NA,NA,NA,15.13,NA,52.1,128.55,28,NA,NA
21-02-1994,4129.52,38.34,NA,NA,78,8.44,32.1,0.63,27.36,NA,11.9,NA,34.17,NA,NA,NA,0.73,NA,NA,NA,9.37,23.25,NA,NA,NA,15.13,NA,55.99,142.02,28,NA,NA
22-02-1994,4084.89,37.68,NA,NA,75,8.28,31.9,0.63,27.36,NA,12.01,NA,33.75,NA,NA,NA,0.74,NA,NA,NA,9.17,23.25,NA,NA,NA,15.13,NA,56.59,143.15,28.2,NA,NA
23-02-1994,4028.78,36.54,NA,NA,74.5,8.28,31.5,0.61,25.95,NA,11.9,NA,33.61,NA,NA,NA,0.74,NA,NA,NA,8.96,23.44,NA,NA,NA,15.13,NA,53.9,139.78,28.4,NA,NA
24-02-1994,4132.33,37.49,NA,NA,76,8.39,32.15,0.56,25,NA,11.68,NA,34.03,NA,NA,NA,0.74,NA,NA,NA,8.96,24,NA,NA,NA,15.13,NA,60.48,144.27,28.4,NA,NA
25-02-1994,4236.96,37.58,NA,NA,79,8.39,33,0.61,28.31,NA,11.57,NA,34.44,NA,NA,NA,0.74,NA,NA,NA,9.17,26.25,NA,NA,NA,15.13,NA,65.27,147.92,28.4,NA,NA
28-02-1994,4286.2,38.81,NA,NA,81,8.33,33.25,0.63,28.31,NA,11.57,NA,35,NA,NA,NA,0.79,NA,NA,NA,10.21,25.13,NA,NA,NA,15.13,NA,67.07,150.16,28,NA,NA
01-03-1994,4147.72,38.34,NA,NA,81,8.03,32.6,0.61,29.25,NA,11.57,NA,33.89,NA,NA,NA,0.75,NA,NA,NA,9.58,24.56,NA,NA,NA,14.55,NA,63.48,131.92,28.6,NA,NA
02-03-1994,4066.2,36.56,NA,NA,80,7.89,31.25,0.54,25.95,NA,11.57,NA,33.06,NA,NA,NA,0.7,NA,NA,NA,9.79,24,NA,NA,NA,13.97,NA,62.28,127.71,28.4,NA,NA
03-03-1994,3981.72,35.97,NA,NA,77.25,7.5,30.4,0.54,23.59,NA,11.12,NA,32.22,NA,NA,NA,0.7,NA,NA,NA,9.17,23.06,NA,NA,NA,13.39,NA,61.08,126.31,28.4,NA,NA
04-03-1994,3801.56,33.72,NA,NA,72.5,7.22,29.5,0.54,21.7,NA,10.68,NA,29.72,NA,NA,NA,0.7,NA,NA,NA,8.85,22.41,NA,NA,NA,12.81,NA,58.09,121.39,27.6,NA,NA
07-03-1994,3744.61,32.9,NA,NA,73,7.25,28.6,0.54,19.34,NA,10.01,NA,28.61,NA,NA,NA,0.67,NA,NA,NA,8.75,21.38,NA,NA,NA,12.81,NA,57.19,117.18,26.4,NA,NA
08-03-1994,3847.39,33.72,NA,NA,74.5,7.5,29.4,0.55,19.81,NA,9.57,NA,29.44,NA,NA,NA,0.67,NA,NA,NA,9.37,21.38,NA,NA,NA,12.81,NA,59.59,120.69,25.6,NA,NA
09-03-1994,3807.72,32.54,NA,NA,74,7.44,29.7,0.59,21.82,NA,9.9,NA,29.44,NA,NA,NA,0.71,NA,NA,NA,8.75,21.38,NA,NA,NA,12.81,NA,58.99,115.78,26,NA,NA
10-03-1994,3807.72,32.54,NA,NA,74,7.44,29.7,0.59,21.82,NA,9.9,NA,29.44,NA,NA,NA,0.71,NA,NA,NA,8.75,21.38,NA,NA,NA,12.81,NA,58.99,115.78,26,NA,NA
11-03-1994,3747.22,31.71,NA,NA,71.5,7.33,29.8,0.58,24.77,NA,9.68,NA,28.47,NA,NA,NA,0.71,NA,NA,NA,9.37,22.5,NA,NA,NA,12.22,NA,58.69,110.87,26.4,NA,NA
14-03-1994,3747.22,31.71,NA,NA,71.5,7.33,29.8,0.58,24.77,NA,9.68,NA,28.47,NA,NA,NA,0.71,NA,NA,NA,9.37,22.5,NA,NA,NA,12.22,NA,58.69,110.87,26.4,NA,NA
15-03-1994,3758.28,31.71,NA,NA,71.5,7.28,29.8,0.58,25.24,NA,10.23,NA,29.44,NA,NA,NA,0.71,NA,NA,NA,9.37,22.5,NA,NA,NA,12.81,NA,58.69,112.27,26,NA,NA
16-03-1994,3791.96,32.42,NA,NA,73.5,7.44,29.8,0.59,25.59,NA,10.68,NA,30,NA,NA,NA,0.71,NA,NA,NA,9.37,21.75,NA,NA,NA,12.81,NA,58.69,113.67,26,NA,NA
17-03-1994,3792.98,31.95,NA,NA,75,7.44,29.75,0.58,23.82,NA,10.9,NA,30,NA,NA,NA,0.7,NA,NA,NA,9.9,22.5,NA,NA,NA,12.81,NA,58.69,112.27,26,NA,NA
18-03-1994,3801.86,32.42,NA,NA,75,7.5,29.5,0.59,24.89,NA,11.12,NA,30.14,NA,NA,NA,0.66,NA,NA,NA,9.9,21,NA,NA,NA,12.81,NA,57.49,114.38,26,NA,NA
21-03-1994,3820.73,32.66,NA,NA,76,7.5,29.5,0.6,26.18,NA,11.12,NA,30.56,NA,NA,NA,0.66,NA,NA,NA,9.9,21.75,NA,NA,NA,12.81,NA,57.49,115.78,25.6,NA,NA
22-03-1994,3791.78,32.42,NA,NA,75,7.5,29,0.58,24.3,NA,10.9,NA,30.56,NA,NA,NA,0.66,NA,NA,NA,9.37,21.75,NA,NA,NA,12.81,NA,56.29,112.97,24.8,NA,NA
23-03-1994,3726.82,31.48,NA,NA,74.25,7.39,29,0.59,22.88,NA,10.68,NA,30,NA,NA,NA,0.66,NA,NA,NA,8.96,21.38,NA,NA,NA,12.81,NA,55.09,109.46,25.6,NA,NA
24-03-1994,3681.47,31.24,NA,NA,74.12,7.36,28.8,0.59,22.29,NA,11.12,NA,29.17,NA,NA,NA,0.66,NA,NA,NA,9.17,20.62,NA,NA,NA,12.81,NA,54.5,106.66,25.6,NA,NA
25-03-1994,3678.16,30.88,NA,NA,73.75,7.33,28.8,0.56,21.47,NA,11.12,NA,29.44,NA,NA,NA,0.66,NA,NA,NA,9.37,21,NA,NA,NA,13.04,NA,53.9,106.66,25.6,NA,NA
28-03-1994,3713.18,31.36,NA,NA,74.5,7.39,28.7,0.57,21.47,NA,10.9,NA,29.72,NA,NA,NA,0.63,NA,NA,NA,10.42,21.38,NA,NA,NA,12.81,NA,54.5,107.36,25.6,NA,NA
29-03-1994,3779.68,32.3,NA,NA,76,7.5,28.75,0.59,22.64,NA,11.12,NA,30.42,NA,NA,NA,0.63,NA,NA,NA,10.21,21.38,NA,NA,NA,11.41,NA,55.39,112.97,25.4,NA,NA
30-03-1994,3776.19,31.59,NA,NA,76.5,7.56,28.2,0.61,21.7,NA,11.12,NA,30,NA,NA,NA,0.64,NA,NA,NA,10.42,22.5,NA,NA,NA,12.11,NA,56.29,110.87,26,NA,NA
31-03-1994,3778.99,31.71,NA,NA,76,7.56,28,0.63,22.41,NA,11.12,NA,30,NA,NA,NA,0.62,NA,NA,NA,10.21,22.88,NA,NA,NA,12.57,NA,56.29,108.76,26.8,NA,NA
01-04-1994,3778.99,31.71,NA,NA,76,7.56,28,0.63,22.41,NA,11.12,NA,30,NA,NA,NA,0.62,NA,NA,NA,10.21,22.88,NA,NA,NA,12.57,NA,56.29,108.76,26.8,NA,NA
04-04-1994,3780.85,31.83,NA,NA,74.5,7.53,28.25,0.68,22.29,NA,10.68,NA,30.42,NA,NA,NA,0.62,NA,NA,NA,10.94,23.44,NA,NA,NA,13.04,NA,55.69,109.46,26.6,NA,NA
05-04-1994,3812.15,32.78,NA,NA,75.5,7.56,28.25,0.71,22.64,NA,10.46,NA,30.42,NA,NA,NA,0.64,NA,NA,NA,10.21,24.38,NA,NA,NA,13.5,NA,55.09,111.57,26,NA,NA
06-04-1994,3842.38,33.01,NA,NA,76,7.56,27.9,0.79,24.06,NA,10.46,NA,30.69,NA,NA,NA,0.64,NA,NA,NA,10.1,24.56,NA,NA,NA,13.74,NA,56.29,112.27,26.8,NA,NA
07-04-1994,3835.83,33.13,NA,NA,76.5,7.58,27.6,0.78,24.06,NA,10.23,NA,30.28,NA,NA,NA,0.64,NA,NA,NA,10.42,25.13,NA,NA,NA,14.55,NA,55.69,111.57,27.2,NA,NA
08-04-1994,3878.55,33.96,NA,NA,76.25,7.61,28,0.81,24.89,NA,10.46,NA,31.11,NA,NA,NA,0.62,NA,NA,NA,10.21,25.5,NA,NA,NA,14.55,NA,55.99,114.38,27.4,NA,NA
11-04-1994,3878.55,33.96,NA,NA,76.25,7.61,28,0.81,24.89,NA,10.46,NA,31.11,NA,NA,NA,0.62,NA,NA,NA,10.21,25.5,NA,NA,NA,14.55,NA,55.99,114.38,27.4,NA,NA
12-04-1994,3915.12,34.2,NA,NA,75.5,7.69,28.2,0.79,25,NA,10.01,NA,31.39,NA,NA,NA,0.62,NA,NA,NA,10.62,25.5,NA,NA,NA,14.55,NA,58.09,119.29,27.6,NA,NA
13-04-1994,3944.53,34.2,NA,NA,75.75,7.69,28.1,0.78,25.36,NA,10.23,NA,32.92,NA,NA,NA,0.6,NA,NA,NA,10.73,25.13,NA,NA,NA,14.55,NA,57.79,125.6,28.2,NA,NA
14-04-1994,3944.53,34.2,NA,NA,75.75,7.69,28.1,0.78,25.36,NA,10.23,NA,32.92,NA,NA,NA,0.6,NA,NA,NA,10.73,25.13,NA,NA,NA,14.55,NA,57.79,125.6,28.2,NA,NA
15-04-1994,3895.18,33.72,NA,NA,75,7.67,28.2,0.78,24.89,NA,10.46,NA,31.94,NA,NA,NA,0.62,NA,NA,NA,10.21,24,NA,NA,NA,14.79,NA,56.29,122.1,28,NA,NA
18-04-1994,3866.91,33.84,NA,NA,74,7.61,27.3,0.73,23.94,NA,10.23,NA,31.67,NA,NA,NA,0.62,NA,NA,NA,10.42,23.63,NA,NA,NA,14.79,NA,55.69,123.5,28,NA,NA
19-04-1994,3830.29,33.84,NA,NA,74,7.5,27.5,0.73,23.82,NA,9.57,NA,31.11,NA,NA,NA,0.62,NA,NA,NA,10.31,22.5,NA,NA,NA,14.67,NA,55.09,118.59,28,NA,NA
20-04-1994,3830.29,33.84,NA,NA,74,7.5,27.5,0.73,23.82,NA,9.57,NA,31.11,NA,NA,NA,0.62,NA,NA,NA,10.31,22.5,NA,NA,NA,14.67,NA,55.09,118.59,28,NA,NA
21-04-1994,3778.93,32.42,NA,NA,74,7.44,27.4,0.69,23.35,NA,9.57,NA,30.69,NA,NA,NA,0.6,NA,NA,NA,10.21,23.06,NA,NA,NA,14.55,NA,54.5,115.78,28,NA,NA
22-04-1994,3806.74,32.9,NA,NA,74.25,7.5,27.25,0.66,23.35,NA,9.45,NA,30.83,NA,NA,NA,0.62,NA,NA,NA,10.21,23.06,NA,NA,NA,14.55,NA,54.79,119.29,28.4,NA,NA
25-04-1994,3813.27,32.66,NA,NA,74.5,7.56,27.28,0.68,23.12,NA,8.9,NA,30.97,NA,NA,NA,0.62,NA,NA,NA,10.21,22.88,NA,NA,NA,14.55,NA,55.09,119.99,27.6,NA,NA
26-04-1994,3780.52,32.07,NA,NA,74.5,7.56,27.4,0.78,23.12,NA,9.34,NA,30.56,NA,NA,NA,0.62,NA,NA,NA,10.42,22.69,NA,NA,NA,14.55,NA,54.2,116.48,27.6,NA,NA
27-04-1994,3753.08,31.59,NA,NA,74.25,7.53,27.4,0.77,22.41,NA,9.12,NA,30,NA,NA,NA,0.62,NA,NA,NA,10.21,22.59,NA,NA,NA,14.55,NA,54.79,114.38,28.4,NA,NA
28-04-1994,3740.4,31.59,NA,NA,74.3,7.47,27.3,0.73,22.41,NA,9.12,NA,29.31,NA,NA,NA,0.64,NA,NA,NA,10.05,22.69,NA,NA,NA,14.55,NA,54.2,117.18,28.4,NA,NA
29-04-1994,3746.1,31.48,NA,NA,74.25,7.47,27.45,0.76,22.17,NA,9.01,NA,29.72,NA,NA,NA,0.6,NA,NA,NA,10.42,23.06,NA,NA,NA,14.55,NA,54.5,117.89,28,NA,NA
02-05-1994,3720.72,30.88,NA,NA,73,7.47,27.6,0.76,22.29,NA,8.9,NA,29.03,NA,NA,NA,0.6,NA,NA,NA,10,22.69,NA,NA,NA,14.55,NA,54.79,117.89,28.6,NA,NA
