DATE,S&P BSE (SENSEX) 30 SENSITIVE - PRICE INDEX,RELIANCE INDUSTRIES,TATA CONSULTANCY SVS.,HDFC BANK,HINDUSTAN UNILEVER,ITC,HOUSING DEVELOPMENT FINANCE CORPORATION,INFOSYS,STATE BANK OF INDIA,ICICI BANK,KOTAK MAHINDRA BANK,MARUTI SUZUKI INDIA,LARSEN & TOUBRO,OIL & NATURAL GAS,AXIS BANK,COAL INDIA,WIPRO,BHARTI AIRTEL,NTPC,SUN PHARM.INDUSTRIES,ASIAN PAINTS,MAHINDRA & MAHINDRA,INDUSIND BANK,POWER GRID CORPORATION OF INDIA,ADANI PORTS AND SEZ.,VEDANTA,BAJAJ AUTO,TATA MOTORS,TATA STEEL,HERO MOTOCORP,YES BANK,TATA MOTORS A DVR
12-05-2010,17195.81,541.48,379.72,394.98,238.5,88.35,555.81,335.21,232.42,166.32,192.12,1265.25,695.07,171.33,257.98,NA,179.51,261.25,189.59,156.5,205.45,274.02,185,106.85,144.67,404.6,1072.75,158.83,556.83,1900.95,54.41,110.99
13-05-2010,17265.87,535.9,382.8,393.07,238.2,88.83,561.75,338.27,231.77,168.55,194.16,1275.8,698.22,174.32,262.31,NA,177.51,258.4,190.97,157.7,211.29,283.35,185.2,108.35,148.84,394.65,1101.82,164.41,547.92,1899.25,55.42,111.89
14-05-2010,16994.6,521.83,381.92,390.35,233.9,89.38,555.36,331.49,222.42,165.65,189.52,1259.5,679.71,174.09,259.15,NA,175.69,264.55,189.22,159.2,214.1,279.9,184.65,106.25,142.41,374.7,1092.07,161.52,522.05,1876.8,54.57,110
17-05-2010,16835.56,508.28,372.87,385.77,240.05,88.72,551.89,327.04,225.07,163.84,196.12,1241.5,714.18,171.17,252.44,NA,170.16,266.65,187.52,158.06,212.45,277.7,180.05,103.65,140.29,389.6,1083.47,156.17,511,1849.2,54.56,107.09
18-05-2010,16875.76,510.3,367.55,379.16,240.05,89.55,548,328.65,228,161.67,195.85,1242.45,738.24,175.23,250.94,NA,173.96,267.95,188.58,156.02,215.68,280.22,188.2,104,136.6,368.55,1091.1,152.83,505.24,1837.05,54.55,105.92
19-05-2010,16408.49,499.33,360.75,373.71,233.35,86.4,534.74,325.36,221.41,149.9,185.95,1226.8,726.04,170.85,241.01,NA,171.28,259.7,185.5,155.58,210.97,262.7,180.8,102.7,130.84,359.1,1070.82,141.46,488.28,1858.6,53.04,99.73
20-05-2010,16519.68,499.98,365,370.19,236.95,87.47,542.1,325.09,226.75,151.21,187.39,1208.35,729.82,186.44,241.59,NA,172.44,260.25,188.03,156.39,206.86,260.85,196.2,104.1,129.85,351.15,1068.2,140.87,484.13,1862.65,54.87,100.61
21-05-2010,16445.61,497.78,359.35,365.31,230.7,90.43,542.04,322.72,227.12,151.78,185.06,1238.55,714.91,182.46,243.13,NA,169.18,266.2,180.35,154.6,202.16,269.17,185.6,103.35,134.21,340.65,1049.37,140.46,485.18,1855,53.08,95.71
24-05-2010,16469.55,511.33,358.8,364.91,231.7,89.35,532.82,325.05,223.12,151.29,185.12,1215.65,725.07,180.33,239.67,NA,170.82,266.05,182.19,154.82,206.89,264.6,187.1,102.75,135.4,338.4,1026.22,139.89,477.37,1893.15,52.77,95.77
25-05-2010,16022.48,492.83,349.77,360.75,230.55,86.83,522.02,316.67,215.51,147.15,181.35,1198.75,692.67,180.05,232.78,NA,167.05,264.6,177.13,158.74,207.4,257.97,179.5,100.9,128.65,309.1,1009.27,133.26,454.12,1868.5,51.64,92.88
26-05-2010,16387.84,504.03,369,365.55,231.55,89.7,539.01,327.63,217.36,154.14,185.85,1200.7,714.56,178.33,231.38,NA,171.42,263.65,179.43,156.93,208.58,258.67,178.3,103.2,134.65,325.25,1041.37,140.39,461.55,1898.75,52.25,97.38
27-05-2010,16666.4,511.13,370.92,379.32,233,91.97,552.76,330.42,221.94,155.78,188.92,1238.15,723.93,187.2,243.16,NA,173.33,260.65,181.41,163.52,210.64,264.22,187.35,101.35,133.96,337.3,1057.4,146.78,469.08,1898.8,53.44,100.16
28-05-2010,16863.06,518.33,375.4,379.36,236.35,94.4,558.03,334.68,223.94,157.23,189.85,1225.2,722.91,188.68,245.07,NA,175,260.7,184.86,163.17,210.03,272.97,191.9,103.05,134.42,373.75,1081.7,148.31,473.37,1919.65,56.35,101.8
31-05-2010,16944.63,522.8,371.52,377.69,237.2,94.4,557.95,332.25,226.88,157.87,189.64,1236.85,725.04,194.62,246.47,NA,176.54,262.9,185.96,166.42,208.61,286.35,196.1,103.3,139.29,381.9,1104.67,149.4,477.04,1937.45,57.59,101.97
01-06-2010,16572.03,505.28,369.6,371.02,233.8,94.33,541.36,328.04,220.96,152.35,188.9,1257,708.27,190.94,236.34,NA,173.55,257,181.73,168.09,207.72,282.12,187,104.05,135.35,362.15,1081.8,143.45,457.31,1924.45,55.79,98.76
02-06-2010,16741.84,505.53,377.12,370.61,237.75,93.77,542.12,330.03,225.82,153.15,188.59,1278.25,725.13,197.06,240.23,NA,171.35,270.35,181.55,168.25,207.98,287.27,185.5,104.4,133.09,373,1102.67,147.65,461.41,1986.45,56.71,100.54
03-06-2010,17022.33,515.4,382.72,381.12,247.05,95.17,547.04,337.25,228.73,155.29,189.89,1296.8,740.78,201.84,248.46,NA,172.84,273.45,185.96,170.29,211.49,291.47,187.15,105.6,137.24,381.6,1099.25,151.82,462.84,1979.45,59.05,103.18
04-06-2010,17117.69,515.6,382.67,377.14,251.7,96.95,549.78,341.12,234.07,157.43,188.04,1330.05,743.11,198.28,249.09,NA,172.8,276.3,185.87,170.48,214.67,292.6,190.35,105.75,137.94,369.2,1092.55,152.68,462.32,1996.25,58.44,103.25
07-06-2010,16781.07,503.88,376.62,375.33,251.05,95.9,534.2,333.96,228.67,153.08,188.6,1315.45,728.98,196.53,242.96,NA,172.09,268.4,183.71,169.44,218.52,290.12,186.25,104.45,132.29,347.35,1092.15,145.86,440.31,1977.85,57.2,98.55
08-06-2010,16617.1,498.2,375.1,372.54,251.4,96.57,540.44,331.81,228.38,148.64,184.97,1294.35,723.29,194.05,245.24,NA,169.35,258.35,183.98,168.72,223.8,285.37,182,103.05,132.61,339.65,1097.32,145.6,430.07,1930.65,56.51,98.2
09-06-2010,16657.89,503.53,366.52,376.18,249.55,92.53,541.03,328.12,227.25,149.92,184.72,1303,730.11,198.38,247.93,NA,165.91,272.05,182.56,168.69,228.37,289.17,181.55,102.45,133.4,348.8,1097.2,144.07,441.16,1920.6,55.85,97.42
10-06-2010,16922.08,507.68,375.25,383.23,252,93.35,549.98,330.69,232.68,150.74,186.02,1346.15,743.29,198.12,249.6,NA,169.4,285.2,183.85,170.25,231.15,296.37,181.65,101.95,136.42,354.1,1121.35,150.21,449.17,2005.75,56.36,101.08
11-06-2010,17064.95,523.2,379.55,389.26,252.75,93.85,561.78,328.84,233.99,153.82,189.84,1356.65,745.36,196.67,249.16,NA,170.68,273.5,183.75,168.25,229.17,303.35,191.05,101.4,136.69,353.95,1147.47,151.36,451.22,2013.35,57.52,102.09
14-06-2010,17338.17,531.75,390.5,394.63,255.45,95.37,567.48,343.3,234.5,155.21,192.5,1355.45,757.29,199.52,251.3,NA,177.74,269.1,183.8,170.2,229.62,307.85,194.3,103.05,138.16,353.75,1141.65,150.44,461.31,2008.55,57.34,102.31
15-06-2010,17412.83,533.05,383.05,392.78,260.15,97.23,571.81,341.84,236.42,156.38,192.66,1342.9,766.42,194.4,249.05,NA,179.36,269.55,185.82,170.15,229.47,304.07,192.25,103.3,140.56,352.15,1144.05,150.33,468.65,2027.95,56.74,101.86
16-06-2010,17462.87,528.98,387.4,395.21,255.9,96.97,582.58,346.17,236.17,159.41,191.19,1364.45,764.98,194.08,244.12,NA,179.62,266.15,184.26,170.28,231.76,314.65,190.1,102.65,141.67,354.35,1142.65,154.41,462.6,2017.1,56.57,102.8
17-06-2010,17616.69,535.7,387.65,399.22,253,97.97,586.55,345.61,235.08,160.7,193.2,1379.75,789.78,197.68,243,NA,181.65,267.1,183.62,169.88,236.83,317.35,192.65,102.85,142.88,360.05,1145.05,158.74,458.22,1983.75,56.84,104.26
18-06-2010,17570.82,527.18,391.6,398.34,257.75,98.3,586.09,348.27,237.26,158.05,193.26,1351.15,799.33,198.83,242.3,NA,179.98,264.95,184.58,171.34,238.37,309.6,195.25,102.85,142.87,353.7,1140.77,158.66,451.36,2020.9,55.98,104.77
21-06-2010,17876.55,532.83,393.85,399.77,258.75,99.7,597.09,350.1,238.78,163.6,198.35,1376.25,816.16,200.71,249.46,NA,182.55,264.85,184.95,175.45,242.96,318.47,200.65,103.4,143.59,387.85,1158.42,159.75,480.94,2026.4,56.33,104.23
22-06-2010,17749.69,531.9,389.32,397.41,261.75,100.6,595.85,345.89,235.45,162.11,198.34,1369.05,811.18,199.52,247.13,NA,178.57,262,183.52,176.17,237.07,316.57,206.4,102.6,143.22,375.7,1165.32,157.84,470.7,2020,54.37,103.01
23-06-2010,17755.94,529.35,393.15,399.75,266.2,100.95,598.73,349.72,234.95,163.71,196.02,1407.35,784.47,199.05,249.88,NA,177.89,264.05,180.86,179.93,240.87,315.45,202.05,102.3,144.8,375.25,1175.72,156.53,474.08,2038.9,55.39,102.03
24-06-2010,17730.24,526.03,386.72,400.32,270.9,101.92,604.46,352.84,235.75,161.04,189.02,1386.95,796.29,198.23,252.64,NA,176.75,263.25,178.88,180.98,245.99,316.02,199.8,101.45,141.95,379.7,1204.5,155.37,474.84,2058.4,54.21,101.65
25-06-2010,17574.53,531.48,379.25,389.53,266.25,100.48,587.08,347.21,230.08,155.74,187.67,1396.8,781.82,210.57,249.82,NA,171.06,263.05,180.17,179.07,239.94,306.67,196.5,101.35,139.83,367.4,1206.8,152.15,466.89,2056.1,54.45,100.14
28-06-2010,17774.26,545.08,382.37,390.14,266.75,99.22,591.75,351.12,230.36,158.21,190.74,1394.75,796.84,217.48,252.39,NA,173.43,265.4,182.88,179.08,236.6,311.42,200.5,103.25,143.1,370.15,1229.25,156.18,476.46,2053.45,54.41,103.64
29-06-2010,17534.09,533.73,376.9,380.88,262.65,98.78,580.53,349.19,229.11,154.24,186.14,1388.95,798.58,217.67,248.13,NA,171.21,265.8,181.59,175.69,236.05,306.95,205.6,102.55,144.26,355.8,1241.6,152.55,458.84,2047.3,53.59,100.77
30-06-2010,17700.9,544.93,375.5,383.8,267.55,101.82,588.84,348.87,230.2,156.67,192.74,1423.75,803.98,220.13,248.48,NA,168.95,262.8,183.48,178.51,230.18,313.67,205.25,104.1,147.7,352.65,1243.8,154.05,462.7,2048.55,53.86,99.04
01-07-2010,17509.33,538.13,366,381.48,272.5,101,583.08,345.88,226.22,152.99,192.54,1400.9,797.4,217.05,246.73,NA,164.84,265.05,183.8,175.27,232.97,307.57,205.55,103.25,145.93,351.6,1247.27,150.93,452.55,2020.15,53.92,98.21
02-07-2010,17460.95,534.48,371.9,382.57,268.4,100.85,583.25,340.94,226.5,152.74,189.86,1415.9,793.78,217.72,247.44,NA,169.43,264.7,186.1,175.58,232.08,301.17,205.95,103.55,142.99,346.9,1227.55,151.65,452.5,2020.95,53.56,98.53
05-07-2010,17441.44,534.15,369.5,383.04,266.15,100.72,587.87,342.93,227.25,152.84,190.77,1396.1,795.93,214.23,247.19,NA,171.39,267.45,183.8,174.02,232.95,305.05,207.8,102.1,146.61,346.8,1222.47,151.02,449.45,2022.25,53.68,97.12
06-07-2010,17614.48,536.95,379.57,392.8,267.35,100.97,589,348.14,231.28,156.15,191.39,1392.35,799.87,215.58,250.66,NA,174.59,271.55,184.49,179.99,234.52,313.52,210.15,102.05,144.13,357.15,1218.95,151.95,457.69,2013.95,55.17,97.74
07-07-2010,17471.03,526.78,382.3,387.46,267.6,100.67,581.01,347.72,230.41,153.85,187.87,1380,794.16,210.96,247.41,NA,172.81,276.15,184.3,177.14,233.67,310.82,210.35,102.7,145.18,347.05,1204.82,148.6,452.45,2001.4,54.02,96.83
08-07-2010,17651.73,528.55,388.4,389.14,266.45,101.05,588.34,353.56,235.68,156.78,190.01,1403.4,808.84,214.28,248.31,NA,173.74,280.95,183.29,175.28,235.04,311.07,218.85,102,144.71,350.6,1201.17,149.63,461.84,2007.55,55.16,96.94
09-07-2010,17833.54,528.83,387.22,400.55,262.4,100.12,593.28,359.22,236.89,159.25,190.9,1424.25,809.84,215.65,254.62,NA,176.28,308.65,182.19,174.25,238.42,319.27,215.1,101.95,144.81,352.3,1210.5,152.5,472.51,2011.1,57.14,96.99
12-07-2010,17937.2,528.13,395.85,409.89,262.15,99.98,600.67,361.99,240.07,162.45,189.96,1409.35,811.62,213.03,257.66,NA,180.06,305.7,183.29,174.22,235.95,318.9,214.55,100.95,148.44,355.8,1204.45,156.35,474.22,1974.8,57.17,97.72
13-07-2010,17985.9,537.15,387.32,414.51,259.8,99.7,612.86,349.59,242.91,163.54,190.32,1409.1,817.27,212.86,259.94,NA,177.49,299.85,183.43,174.17,236.97,316.05,211.4,101,151.76,358,1200.47,158.68,484.75,1978.75,57.53,99.56
14-07-2010,17938.16,535.23,387.32,417.26,257.6,99.5,615.37,342.86,246.45,162.05,188.72,1393.6,837.27,209.75,262.89,NA,175.38,301.6,183.06,174.44,241.5,308.35,208.9,100.7,149.92,351.35,1219.4,158.3,481.99,1998.8,56.82,102.54
15-07-2010,17909.46,536.73,391.05,412.52,263.35,100.03,608.93,344.95,243.98,160.34,190.19,1375.25,832.82,206.16,270.06,NA,176.64,298,182.79,174.8,244.01,308.12,208,100.75,149.35,339.65,1211.02,160.18,488.52,1976.8,57.33,106.8
16-07-2010,17955.82,531.48,416.82,407.79,266.15,99.45,603.97,347.12,244.9,164.07,195.86,1374.1,831.38,209.78,271.43,NA,176.75,298.45,182.47,174.03,247.4,301.97,212.35,100.35,150.96,343.25,1204.67,164.71,484.7,1979.8,59.89,109.84
19-07-2010,17928.42,528.03,413.35,409.57,264.6,97.12,611.91,346.31,245.52,163.65,198.06,1363.3,841.91,209.85,272.16,NA,177.63,297.5,186.28,171.98,247.4,303.22,208.45,100.05,149.43,348.35,1200.3,163.31,487.13,1956.65,59.57,110.58
20-07-2010,17878.14,526.48,413.62,408.88,262.65,97.15,602.72,344.96,244.9,161.25,195.56,1358.5,846.22,209.86,273.79,NA,179.27,297.65,186.79,172.32,247.87,301.05,208.35,99.85,146.42,353.85,1199.05,160.88,485.28,1944.85,59.49,112.02
21-07-2010,17977.23,529.2,421.5,406.61,261.75,97.45,594.08,346.46,243.67,164.11,196.24,1362.4,851.36,212.02,269.43,NA,182.37,295,186.42,171.67,247.95,308.37,207.4,99.9,146.14,365.55,1206.82,162.33,505.76,1941.25,59.57,113.26
22-07-2010,18113.15,529.5,421.85,411.45,262.3,99.23,603.54,344.31,247.62,165.22,192.37,1354.15,856.58,212.97,271.36,NA,182.52,302.1,187.89,174.75,252.19,316.62,205.55,101.45,145.11,366.75,1245.25,165.62,515.29,1947.85,59.76,115.21
23-07-2010,18130.98,530.23,419.65,407.72,261.95,100.55,598.69,348.31,249.68,165.97,192.44,1358.2,861.27,209.99,277.99,NA,181.23,313.8,185.68,174.05,252.05,313.95,212.05,101,145.18,364.9,1235.1,165.9,510.33,1950.65,60.37,114.42
26-07-2010,18020.05,526.55,424.62,410.38,261.95,100.9,591.71,350.56,241.01,166.67,190.92,1191.45,853.31,209.21,277.17,NA,181.67,320.4,185.45,175.99,252.42,310.25,208.75,101,145.32,366.1,1264.22,162.5,507.24,1804.3,59.75,118.62
27-07-2010,18077.61,526.75,424.57,413.36,260.4,101.42,587.8,353.6,243.51,168.04,191.71,1207.5,828.29,210.48,274.89,NA,183.69,322.65,185.09,177.5,243.83,319.92,205.3,101.15,145.08,368.3,1327.07,167.12,504.81,1863,59.95,120.45
28-07-2010,17957.37,510.63,427.22,417.22,252.35,102.45,579.11,354.01,247.13,165.25,191.4,1202.6,810.51,209.93,269.99,NA,182.26,322,183.16,180.74,258.61,324.02,204.5,101.25,144.91,372.45,1350.82,169.15,507.43,1855.05,58.35,120.86
29-07-2010,17992,505.08,425,420.12,256.5,103.37,595.38,354.14,247.3,168.85,191.22,1197.75,807.98,207.76,273.12,NA,183.07,316.9,183.39,177.98,261.38,321.95,202.7,100.35,144.25,369.5,1347.92,171.5,507.9,1874.3,58.4,120.79
30-07-2010,17868.29,504.83,419.9,425.38,251.45,102.92,596.05,348.55,250.29,164.53,192.81,1198.6,797.47,206.78,268.69,NA,181.16,306.8,182.7,176.86,260.33,330.75,204.25,100.4,144.83,361.25,1344,167.47,511.62,1814.85,59.13,119.7
02-08-2010,18081.21,507.28,419.15,427.27,253.45,104.27,604.81,349.62,258.63,170.83,195.86,1209.9,805.47,212.98,270.15,NA,181.8,318.05,182.1,177.64,262.33,330.7,205.2,100.55,147.66,361.65,1362.75,167.67,521.39,1825.15,61.09,120.29
03-08-2010,18114.83,513.88,416.02,424.49,253.35,102.93,610.3,348.04,260.05,174.91,200.32,1213.2,793.4,211.94,271.2,NA,181.01,328.45,181.96,178.94,259.82,325.9,211.2,99.9,148.76,369.95,1356.6,166.57,521.15,1860.4,61.85,120.27
04-08-2010,18217.44,508.03,434.4,422.96,256.65,103.53,612,359.31,259.51,176.23,206.05,1213.6,802.67,210.51,266.28,NA,188.41,323.15,183.62,177.83,259.19,328.42,207.85,100.15,150.87,372.15,1359.85,167.1,515,1886.9,60.72,119.79
05-08-2010,18172.83,503.53,438.92,420.05,255.3,103.87,605.76,358.66,264.57,173.71,206.14,1225.75,803.87,207.06,263.32,NA,189.47,324.6,182.24,176.34,260.08,322.65,209.1,98.8,154.62,367.1,1360.42,170.37,512.81,1862.5,59.85,121.95
06-08-2010,18143.99,500.05,432.35,418.14,255.05,105.83,613.84,357.97,261.93,172.69,202.89,1221.4,800.67,205.14,262.86,NA,190.24,323.4,181.27,177.49,260.71,324.37,206.1,99.55,156.99,364.35,1355.85,176.84,506.38,1833.55,59.26,128.36
09-08-2010,18287.5,496.8,439.92,416.4,256.05,105.97,623.11,359.33,265.08,178.2,205.81,1232.1,805.73,205.45,261.96,NA,191.99,328.4,183.39,176.74,266.17,324.65,214.2,102.15,158.3,373.25,1352.65,181.93,514.57,1865.55,60.99,132.28
10-08-2010,18219.99,493.95,432.25,419.03,260.2,104.83,614.64,353.63,262.96,179.8,202.37,1227.25,812.16,205.88,258.98,NA,187.97,325.5,180.49,175.48,266.69,320.55,219.15,101.5,163.38,377,1325.25,189.43,511,1866.7,60.55,136.12
11-08-2010,18070.19,491.63,429.07,417.9,261.25,103.3,599.75,351.36,259.96,176.7,202.26,1215.2,806,206.23,257.82,NA,184.08,320.65,180.21,174.8,268.05,313.47,219.05,100.15,159.54,370.4,1278.82,199.2,495.66,1866.45,60.1,146.65
12-08-2010,18073.9,486.3,426.72,414.63,266,101.97,597.12,346.59,278.44,175.15,200.91,1226,801.16,211.08,263.12,NA,180.88,316.9,178.42,173.83,267.59,316.52,222.8,99.75,159.65,352.65,1317.5,202.77,495.38,1865.8,61.15,149.49
13-08-2010,18167.03,489.55,427.2,417.51,265.8,104.17,599.18,347.16,285.02,177.53,207.32,1249.15,803.87,212.93,265.64,NA,182.35,316.95,179.94,175.09,265.45,313.72,223.75,101.9,159.57,353.6,1329.9,200.53,502.28,1884.25,64.2,145.67
16-08-2010,18050.78,488.45,427.05,416.8,269.9,105.5,594.78,345.24,282.14,174.02,207.42,1256.55,795.51,211.74,267.32,NA,181.98,318.75,180.54,171.59,264.1,312.6,220,105.3,158.73,322,1330.4,198.15,493.33,1891.85,63.73,140.72
17-08-2010,18048.85,485.33,425.1,424.21,265.65,106.37,601.79,343.81,281.84,174.35,208.31,1253.55,788.24,209.84,266.15,NA,180.96,316.1,179.16,170.67,263.11,310.1,219.15,105,158.1,318.7,1325.62,199.19,489.33,1905.05,65.53,141.79
18-08-2010,18257.12,482.3,435.55,438.39,269.25,108.33,621.2,350.91,281.47,175.98,210.12,1254.35,796.49,214.02,270.65,NA,184.81,315.2,179.07,176.9,265.11,309.07,228.05,103.95,157.62,321.85,1340.7,207.44,497.19,1909,65.56,151.4
19-08-2010,18454.94,488.6,436.02,446.03,274.05,110.2,645.05,350.57,280.57,184.18,214.76,1251.65,808.18,211.12,272.71,NA,184.35,314.7,178.38,179.06,270.41,308.02,229.6,104.35,159.83,328.65,1376.77,205.88,497.61,1902.75,68.54,147.63
20-08-2010,18401.82,494.33,434.47,446.26,268.9,108.47,639.95,346.2,278.69,180.73,215.67,1239.7,830.58,209.84,273.4,NA,180.9,310.3,177.64,179.24,276.73,308.85,222.95,103.2,160.37,328.5,1397.32,200.92,494.38,1915.8,66.3,148.07
23-08-2010,18409.35,488.45,435.2,439.32,268.85,106.33,629.6,350.39,282.32,183.91,217.09,1245.1,834.84,213.86,276.25,NA,181.45,317.35,178.51,178.6,275.83,312.07,227.6,104.35,163,327.45,1387.65,200.92,496.9,1924.4,66.57,148
24-08-2010,18311.59,486.2,435.35,441.73,269.65,106.57,624.25,345.66,284.58,182.13,214.51,1233.05,826.93,212.1,274.43,NA,179.32,323.2,177.92,178.76,276.92,308.05,221.8,103.05,159.74,325,1424.32,200.2,489.47,1889.95,65.72,147.38
25-08-2010,18179.64,483.9,435.6,438.45,268,107,620.05,346.36,282.35,178.96,209.71,1220.05,822.73,212.77,272.34,NA,175.56,316.95,178.15,178.75,275.03,307.57,217.8,103.05,159.13,322.3,1399.2,196.35,473.51,1838.2,65.55,144.53
26-08-2010,18226.35,478.23,438.25,435.67,265.65,109.27,628.45,345.71,286.61,178.83,209.97,1227.2,828.78,214.98,273.56,NA,175.67,321.55,182.51,178.2,274.29,309.55,226.25,105.45,158.79,320.95,1389.7,197.36,478.13,1846.85,65.2,143.63
27-08-2010,17998.41,474.8,428.02,427.83,263.95,107.47,623.15,338.74,279.44,174.08,209.57,1218.7,817.62,219.7,265.39,NA,174.42,316.1,180.58,177.33,272.71,305.9,228.75,104.35,153.68,317.95,1392.2,196.06,486.04,1785.75,64.36,141.74
30-08-2010,18032.11,473.98,422.82,426.34,263.65,106.2,627.85,337.56,280,175.98,211.61,1235.35,808.33,224.03,264.79,NA,174.88,322.8,179.62,175.08,271.29,304.67,229.35,108.75,153.04,317.8,1398.07,195.87,502.95,1791,63.28,142.42
31-08-2010,17971.12,459.6,421.87,426.85,264.5,108.77,627,339.23,276.64,177.76,207.14,1257.5,806.07,222.93,266.13,NA,175.87,327.35,180.12,176.24,276.26,313.35,221.65,108.8,153.73,317.8,1365.87,199.93,498,1791.55,62.24,143.06
01-09-2010,18205.87,468.1,429.2,429.85,266.55,108.77,623.1,347.02,277.65,180.91,207.5,1272.75,814.98,223.16,270.82,NA,177.32,337.65,181.59,175.06,273.87,315.07,228.9,108.2,155.34,325.8,1374.57,200.01,512.52,1764.8,63.97,142.55
02-09-2010,18238.31,468.73,422.05,437.49,269.9,110.3,632.55,344.12,275.91,182.53,203.96,1276.7,818.38,220.23,277.61,NA,177.27,334.1,179.8,173.33,279.75,313.12,226.65,107.6,152.59,323.15,1391.67,201.23,518.34,1695.7,63.6,144.11
03-09-2010,18221.43,462.85,418.65,438.79,272.9,109.33,630.85,347.18,277.34,182,206.99,1272.1,815.58,223.17,275.93,NA,176.33,339.25,180.21,172.51,280.97,315.32,233.25,108,153.01,317.05,1435.5,200.6,515.38,1736.9,63.73,144.91
06-09-2010,18560.05,476.33,427.67,440.86,271.65,110.53,636.3,353.96,285.91,188.99,208.99,1302.55,815.07,225.12,278.93,NA,178.06,343.4,180.72,172.85,284.97,317.12,235.3,108.05,157.76,320.6,1502,204.8,548.49,1703.3,64.42,147.67
07-09-2010,18645.06,481.15,435.67,439.82,270.65,110.8,633,358.12,283.7,188.84,212.2,1315.4,833.89,225.61,279.5,NA,179.38,343.55,183.52,172.28,285.39,314.62,233.6,106.7,155.44,319.55,1498.7,205.62,549.16,1708.85,63.52,148.48
08-09-2010,18666.71,479.8,439.52,435.92,274.25,109.53,630.55,359.92,289.59,186.84,211.64,1307.5,829.58,225.92,276.25,NA,180.39,352,183.34,175.39,283.6,317.62,240,106.5,158.07,315.1,1480.6,204.39,553.16,1705.75,63.54,148.41
09-09-2010,18799.66,479.28,437.35,448.97,279.05,108.23,629.95,361.87,298.4,190.95,216.15,1314.8,836.22,225.99,275.88,NA,179.27,350.1,186.28,174.56,280.87,327.8,238.4,104.5,158,311.4,1459.4,200.82,565.59,1733.15,64.15,146.05
10-09-2010,18799.66,479.28,437.35,448.97,279.05,108.23,629.95,361.87,298.4,190.95,216.15,1314.8,836.22,225.99,275.88,NA,179.27,350.1,186.28,174.56,280.87,327.8,238.4,104.5,158,311.4,1459.4,200.82,565.59,1733.15,64.15,146.05
13-09-2010,19208.33,496.25,439.87,456.49,279.15,108.8,665.4,367.11,314.85,199.64,227.35,1328.15,846.44,230.39,285.24,NA,177.16,348.8,190.83,175.45,279.77,332.42,236.2,105.55,160.14,323.15,1469.1,203.22,573.07,1727.7,66.12,149.67
14-09-2010,19346.96,494.08,447.67,466.84,278.15,110.13,672.5,371.95,310.95,200.03,237.82,1346.5,853.42,232.72,285.26,NA,183.62,356.45,189.27,174.65,286.05,335.47,238.6,105.05,161.11,319.15,1472.35,208.8,568.69,1721.7,65.74,152.77
15-09-2010,19502.11,506.95,457.4,475.09,278.05,111.77,683.9,381.61,306.03,200.71,236.92,1368.65,852.42,234.49,294,NA,188.08,356.2,190.19,180.59,285.56,338.05,240.45,106.85,162.19,323,1469.8,202.75,575.17,1742.15,65.33,147.23
16-09-2010,19417.49,500.18,447.7,479.06,278.1,111.6,691.65,370.74,309.48,200.65,233.27,1397.3,859.56,233.29,296.96,NA,186.06,347.55,189.77,183.86,280.07,337.27,246.8,105.65,157.53,322.05,1450.7,203.58,567.21,1733.3,65.86,147.03
17-09-2010,19594.75,513.68,456.9,480.12,281.8,112.23,683.65,371.27,309.27,202.58,236.62,1388.35,872.51,232.88,301.3,NA,184.66,358.85,189.68,187.41,284.7,340,262.8,105.25,165.03,325.05,1445.75,204.9,576.21,1745.15,65.89,148.03
20-09-2010,19906.1,520.7,456.12,489.24,293.2,117.77,706.3,376.07,310.89,205.05,237.37,1398.9,888.91,234.03,309.37,NA,184.7,365.95,188.72,187.69,285.36,343.9,265.65,105.65,169.62,335.75,1459.15,209.25,588.79,1821.25,66.43,150.25
21-09-2010,20001.55,517.58,476.97,494.15,294.95,115.1,721.6,382.39,309.87,204.94,244.07,1413.1,906.62,233.98,306.15,NA,191.27,365.55,191.2,193.08,281.61,342.65,265.85,105.65,168.68,338.8,1458.4,213.83,586.27,1809.05,65.84,150.57
22-09-2010,19941.72,510.03,467.62,496.33,298,116.47,733.7,376.79,314.87,204.75,245.72,1463.85,885.18,233.78,305.94,NA,193.18,362.75,191.52,192.18,276.88,340.95,263.55,105.85,167.4,334.95,1443.3,211.91,589.6,1814.1,66.47,147.16
23-09-2010,19861.01,498.83,465.67,492.77,303.3,117.67,729.3,377.86,313.94,200.05,241.32,1458.6,888.13,237.45,299.05,NA,194.72,355.5,190.65,188.84,274.31,345.4,254.6,105.05,165.6,334.05,1440.45,212.58,594.03,1805.35,67.56,147.91
24-09-2010,20045.18,500.83,465.97,499.05,314.95,119.5,732.9,381.14,314.14,202.56,242,1481.75,897.4,239.52,301.37,NA,196.43,368.15,192.39,192.12,278.93,345.47,256.25,105.55,162.85,334.7,1448.45,212.3,600.18,1863.75,67.39,148.96
27-09-2010,20117.38,505.1,463.8,487.69,308.85,118.93,728.45,379.07,318.06,202.75,243.22,1479.1,900.8,242.98,301.43,NA,195.35,373.15,197.27,194.56,277.84,347.25,261.15,105.85,166.9,337,1455.6,214.44,615.37,1860.35,69.13,153
